Input.label,Input.text,Answer.Q1Answer,Answer.html_output
1,"Crazy queue but nice comfortable space.  I had the chocolate tart and ate it warm. So gooey and delicious.  It was a good level of sweet but you're gunna have to share or save a good chunk otherwise you'll be super sick.  Pastry is firm and flakey and a perfect foundation for the heavy cheese.  

I love that they give out pots of honey and gel but wish they weren't plastic -like the cutlery-a bit of a faux pas.  I would think most places would be moving away from the sheer amount of plastic and packaging but not this place.",yes,"<span>Crazy</span> <span>queue</span> <span>but</span> <span class=""active"">nice</span> <span class=""active"">comfortable</span> <span class=""active"">space.</span> <span>I</span> <span>had</span> <span>the</span> <span>chocolate</span> <span>tart</span> <span>and</span> <span>ate</span> <span>it</span> <span>warm.</span> <span>So</span> <span class=""active"">gooey</span> <span class=""active"">and</span> <span class=""active"">delicious.</span> <span>It</span> <span>was</span> <span>a</span> <span class=""active"">good</span> <span class=""active"">level</span> <span class=""active"">of</span> <span class=""active"">sweet</span> <span>but</span> <span>you're</span> <span>gunna</span> <span>have</span> <span>to</span> <span>share</span> <span>or</span> <span>save</span> <span>a</span> <span>good</span> <span>chunk</span> <span>otherwise</span> <span>you'll</span> <span>be</span> <span>super</span> <span>sick.</span> <span>Pastry</span> <span>is</span> <span>firm</span> <span>and</span> <span>flakey</span> <span>and</span> <span>a</span> <span>perfect</span> <span>foundation</span> <span>for</span> <span>the</span> <span>heavy</span> <span>cheese.</span> <span>I</span> <span>love</span> <span>that</span> <span>they</span> <span>give</span> <span>out</span> <span>pots</span> <span>of</span> <span>honey</span> <span>and</span> <span>gel</span> <span>but</span> <span>wish</span> <span>they</span> <span>weren't</span> <span>plastic</span> <span>-like</span> <span>the</span> <span>cutlery-a</span> <span>bit</span> <span>of</span> <span>a</span> <span>faux</span> <span>pas.</span> <span>I</span> <span>would</span> <span>think</span> <span>most</span> <span>places</span> <span>would</span> <span>be</span> <span>moving</span> <span>away</span> <span>from</span> <span>the</span> <span>sheer</span> <span>amount</span> <span>of</span> <span>plastic</span> <span>and</span> <span>packaging</span> <span>but</span> <span>not</span> <span>this</span> <span>place.</span> <span></span>"
0,"Cute pub right beside the Danforth Music Hall. Pretty busy on a Tuesday at 7PM. Sat at the bar and had a burger (which according to the menu is one of the best in Toronto) and was disappointed. It was FINE, but not great, and very expensive ($17 without any sides). My friend got fish and chips which he said were decent but also very expensive. Good selection of beer (about 10 beers on tap), and beer prices were a little more reasonable.  I'm sure I'll end up here again for a drink before a concert but won't bother eating.",no,"<span class=""active"">Cute</span> <span>pub</span> <span>right</span> <span>beside</span> <span>the</span> <span>Danforth</span> <span>Music</span> <span>Hall.</span> <span>Pretty</span> <span>busy</span> <span>on</span> <span>a</span> <span>Tuesday</span> <span>at</span> <span>7PM.</span> <span>Sat</span> <span>at</span> <span>the</span> <span>bar</span> <span>and</span> <span>had</span> <span>a</span> <span>burger</span> <span>(which</span> <span>according</span> <span>to</span> <span>the</span> <span>menu</span> <span>is</span> <span>one</span> <span>of</span> <span>the</span> <span>best</span> <span>in</span> <span>Toronto)</span> <span>and</span> <span>was</span> <span class=""active"">disappointed.</span> <span>It</span> <span>was</span> <span class=""active"">FINE,</span> <span class=""active"">but</span> <span class=""active"">not</span> <span class=""active"">great,</span> <span>and</span> <span>very</span> <span>expensive</span> <span>($17</span> <span>without</span> <span>any</span> <span>sides).</span> <span>My</span> <span>friend</span> <span>got</span> <span>fish</span> <span>and</span> <span>chips</span> <span>which</span> <span>he</span> <span>said</span> <span>were</span> <span>decent</span> <span>but</span> <span>also</span> <span>very</span> <span>expensive.</span> <span class=""active"">Good</span> <span class=""active"">selection</span> <span class=""active"">of</span> <span class=""active"">beer</span> <span>(about</span> <span>10</span> <span>beers</span> <span>on</span> <span>tap),</span> <span>and</span> <span>beer</span> <span>prices</span> <span>were</span> <span>a</span> <span>little</span> <span>more</span> <span>reasonable.</span> <span>I'm</span> <span>sure</span> <span>I'll</span> <span>end</span> <span>up</span> <span>here</span> <span>again</span> <span>for</span> <span>a</span> <span>drink</span> <span>before</span> <span>a</span> <span>concert</span> <span>but</span> <span class=""active"">won't</span> <span class=""active"">bother</span> <span class=""active"">eating.</span> <span></span>"
0,"Cute pub right beside the Danforth Music Hall. Pretty busy on a Tuesday at 7PM. Sat at the bar and had a burger (which according to the menu is one of the best in Toronto) and was disappointed. It was FINE, but not great, and very expensive ($17 without any sides). My friend got fish and chips which he said were decent but also very expensive. Good selection of beer (about 10 beers on tap), and beer prices were a little more reasonable.  I'm sure I'll end up here again for a drink before a concert but won't bother eating.",idk,"<span class=""active"">Cute</span> <span>pub</span> <span>right</span> <span>beside</span> <span>the</span> <span>Danforth</span> <span>Music</span> <span>Hall.</span> <span>Pretty</span> <span>busy</span> <span>on</span> <span>a</span> <span>Tuesday</span> <span>at</span> <span>7PM.</span> <span>Sat</span> <span>at</span> <span>the</span> <span>bar</span> <span>and</span> <span>had</span> <span>a</span> <span>burger</span> <span>(which</span> <span>according</span> <span>to</span> <span>the</span> <span>menu</span> <span>is</span> <span>one</span> <span>of</span> <span>the</span> <span>best</span> <span>in</span> <span>Toronto)</span> <span>and</span> <span>was</span> <span class=""active"">disappointed.</span> <span>It</span> <span>was</span> <span class=""active"">FINE,</span> <span>but</span> <span>not</span> <span>great,</span> <span>and</span> <span>very</span> <span class=""active"">expensive</span> <span>($17</span> <span>without</span> <span>any</span> <span>sides).</span> <span>My</span> <span>friend</span> <span>got</span> <span>fish</span> <span>and</span> <span>chips</span> <span>which</span> <span>he</span> <span>said</span> <span>were</span> <span class=""active"">decent</span> <span>but</span> <span>also</span> <span>very</span> <span>expensive.</span> <span>Good</span> <span>selection</span> <span>of</span> <span>beer</span> <span>(about</span> <span>10</span> <span>beers</span> <span>on</span> <span>tap),</span> <span>and</span> <span>beer</span> <span>prices</span> <span>were</span> <span>a</span> <span>little</span> <span>more</span> <span>reasonable.</span> <span>I'm</span> <span>sure</span> <span>I'll</span> <span>end</span> <span>up</span> <span>here</span> <span>again</span> <span>for</span> <span>a</span> <span>drink</span> <span>before</span> <span>a</span> <span>concert</span> <span>but</span> <span>won't</span> <span>bother</span> <span>eating.</span> <span></span>"
0,"Cute pub right beside the Danforth Music Hall. Pretty busy on a Tuesday at 7PM. Sat at the bar and had a burger (which according to the menu is one of the best in Toronto) and was disappointed. It was FINE, but not great, and very expensive ($17 without any sides). My friend got fish and chips which he said were decent but also very expensive. Good selection of beer (about 10 beers on tap), and beer prices were a little more reasonable.  I'm sure I'll end up here again for a drink before a concert but won't bother eating.",no,"<span>Cute</span> <span>pub</span> <span>right</span> <span>beside</span> <span>the</span> <span>Danforth</span> <span>Music</span> <span>Hall.</span> <span>Pretty</span> <span>busy</span> <span>on</span> <span>a</span> <span>Tuesday</span> <span>at</span> <span>7PM.</span> <span>Sat</span> <span>at</span> <span>the</span> <span>bar</span> <span>and</span> <span>had</span> <span>a</span> <span>burger</span> <span>(which</span> <span>according</span> <span>to</span> <span>the</span> <span>menu</span> <span>is</span> <span>one</span> <span>of</span> <span>the</span> <span>best</span> <span>in</span> <span>Toronto)</span> <span>and</span> <span>was</span> <span class=""active"">disappointed.</span> <span>It</span> <span>was</span> <span>FINE,</span> <span>but</span> <span>not</span> <span>great,</span> <span>and</span> <span>very</span> <span class=""active"">expensive</span> <span>($17</span> <span>without</span> <span>any</span> <span>sides).</span> <span>My</span> <span>friend</span> <span>got</span> <span>fish</span> <span>and</span> <span>chips</span> <span>which</span> <span>he</span> <span>said</span> <span>were</span> <span>decent</span> <span>but</span> <span>also</span> <span>very</span> <span>expensive.</span> <span>Good</span> <span>selection</span> <span>of</span> <span>beer</span> <span>(about</span> <span>10</span> <span>beers</span> <span>on</span> <span>tap),</span> <span>and</span> <span>beer</span> <span>prices</span> <span>were</span> <span>a</span> <span>little</span> <span>more</span> <span>reasonable.</span> <span>I'm</span> <span>sure</span> <span>I'll</span> <span>end</span> <span>up</span> <span>here</span> <span>again</span> <span>for</span> <span>a</span> <span>drink</span> <span>before</span> <span>a</span> <span>concert</span> <span>but</span> <span>won't</span> <span>bother</span> <span>eating.</span> <span></span>"
1,"Damn, true to Louis C.K's words, I ain't done here until I hate myself. Honestly, i've been here more times than I'd care to admit, but I've never been here for anything other than the late night special (EL cheapo mode, I know). But for their late night special they've got a good selection of meeats and pineapples, pineapples, and pineapples. Their meats are well marinated, and the flavours comes through quite nicely. Oh ya did I mention pineapples? Make sure to get some of those bad boys and grill em up when you get tired of eating meats :D",yes,"<span>Damn,</span> <span>true</span> <span>to</span> <span>Louis</span> <span>C.K's</span> <span>words,</span> <span>I</span> <span>ain't</span> <span>done</span> <span>here</span> <span>until</span> <span>I</span> <span>hate</span> <span>myself.</span> <span>Honestly,</span> <span>i've</span> <span>been</span> <span>here</span> <span>more</span> <span>times</span> <span>than</span> <span>I'd</span> <span>care</span> <span>to</span> <span>admit,</span> <span>but</span> <span>I've</span> <span>never</span> <span>been</span> <span>here</span> <span>for</span> <span>anything</span> <span>other</span> <span>than</span> <span>the</span> <span>late</span> <span>night</span> <span>special</span> <span>(EL</span> <span>cheapo</span> <span>mode,</span> <span>I</span> <span>know).</span> <span>But</span> <span>for</span> <span>their</span> <span>late</span> <span>night</span> <span>special</span> <span>they've</span> <span>got</span> <span>a</span> <span class=""active"">good</span> <span class=""active"">selection</span> <span class=""active"">of</span> <span class=""active"">meeats</span> <span class=""active"">and</span> <span class=""active"">pineapples,</span> <span>pineapples,</span> <span>and</span> <span>pineapples.</span> <span>Their</span> <span>meats</span> <span>are</span> <span class=""active"">well</span> <span class=""active"">marinated,</span> <span>and</span> <span>the</span> <span class=""active"">flavours</span> <span class=""active"">comes</span> <span class=""active"">through</span> <span>quite</span> <span class=""active"">nicely.</span> <span>Oh</span> <span>ya</span> <span>did</span> <span>I</span> <span>mention</span> <span>pineapples?</span> <span>Make</span> <span>sure</span> <span>to</span> <span>get</span> <span>some</span> <span>of</span> <span>those</span> <span>bad</span> <span>boys</span> <span>and</span> <span>grill</span> <span>em</span> <span>up</span> <span>when</span> <span>you</span> <span>get</span> <span>tired</span> <span>of</span> <span>eating</span> <span>meats</span> <span>:D</span> <span></span>"
1,"Damn, true to Louis C.K's words, I ain't done here until I hate myself. Honestly, i've been here more times than I'd care to admit, but I've never been here for anything other than the late night special (EL cheapo mode, I know). But for their late night special they've got a good selection of meeats and pineapples, pineapples, and pineapples. Their meats are well marinated, and the flavours comes through quite nicely. Oh ya did I mention pineapples? Make sure to get some of those bad boys and grill em up when you get tired of eating meats :D",yes,"<span>Damn,</span> <span>true</span> <span>to</span> <span>Louis</span> <span>C.K's</span> <span>words,</span> <span>I</span> <span>ain't</span> <span>done</span> <span>here</span> <span>until</span> <span>I</span> <span>hate</span> <span>myself.</span> <span>Honestly,</span> <span>i've</span> <span>been</span> <span>here</span> <span>more</span> <span>times</span> <span>than</span> <span>I'd</span> <span>care</span> <span>to</span> <span>admit,</span> <span>but</span> <span>I've</span> <span>never</span> <span>been</span> <span>here</span> <span>for</span> <span>anything</span> <span>other</span> <span>than</span> <span>the</span> <span>late</span> <span>night</span> <span>special</span> <span>(EL</span> <span>cheapo</span> <span>mode,</span> <span>I</span> <span>know).</span> <span>But</span> <span>for</span> <span>their</span> <span>late</span> <span>night</span> <span>special</span> <span class=""active"">they've</span> <span class=""active"">got</span> <span class=""active"">a</span> <span class=""active"">good</span> <span class=""active"">selection</span> <span class=""active"">of</span> <span class=""active"">meeats</span> <span class=""active"">and</span> <span class=""active"">pineapples,</span> <span>pineapples,</span> <span>and</span> <span>pineapples.</span> <span>Their</span> <span>meats</span> <span>are</span> <span class=""active"">well</span> <span class=""active"">marinated,</span> <span>and</span> <span>the</span> <span>flavours</span> <span>comes</span> <span>through</span> <span class=""active"">quite</span> <span class=""active"">nicely.</span> <span>Oh</span> <span>ya</span> <span>did</span> <span>I</span> <span>mention</span> <span>pineapples?</span> <span>Make</span> <span>sure</span> <span>to</span> <span>get</span> <span>some</span> <span>of</span> <span>those</span> <span>bad</span> <span>boys</span> <span>and</span> <span>grill</span> <span>em</span> <span>up</span> <span>when</span> <span>you</span> <span>get</span> <span>tired</span> <span>of</span> <span>eating</span> <span>meats</span> <span>:D</span> <span></span>"
1,"Damn, true to Louis C.K's words, I ain't done here until I hate myself. Honestly, i've been here more times than I'd care to admit, but I've never been here for anything other than the late night special (EL cheapo mode, I know). But for their late night special they've got a good selection of meeats and pineapples, pineapples, and pineapples. Their meats are well marinated, and the flavours comes through quite nicely. Oh ya did I mention pineapples? Make sure to get some of those bad boys and grill em up when you get tired of eating meats :D",yes,"<span>Damn,</span> <span>true</span> <span>to</span> <span>Louis</span> <span>C.K's</span> <span>words,</span> <span>I</span> <span>ain't</span> <span>done</span> <span>here</span> <span>until</span> <span>I</span> <span>hate</span> <span>myself.</span> <span>Honestly,</span> <span>i've</span> <span>been</span> <span>here</span> <span>more</span> <span>times</span> <span>than</span> <span>I'd</span> <span>care</span> <span>to</span> <span>admit,</span> <span>but</span> <span>I've</span> <span>never</span> <span>been</span> <span>here</span> <span>for</span> <span>anything</span> <span>other</span> <span>than</span> <span>the</span> <span>late</span> <span>night</span> <span>special</span> <span>(EL</span> <span>cheapo</span> <span>mode,</span> <span>I</span> <span>know).</span> <span>But</span> <span>for</span> <span>their</span> <span>late</span> <span>night</span> <span>special</span> <span>they've</span> <span>got</span> <span>a</span> <span class=""active"">good</span> <span class=""active"">selection</span> <span>of</span> <span>meeats</span> <span>and</span> <span>pineapples,</span> <span>pineapples,</span> <span>and</span> <span>pineapples.</span> <span>Their</span> <span>meats</span> <span>are</span> <span class=""active"">well</span> <span class=""active"">marinated,</span> <span>and</span> <span>the</span> <span class=""active"">flavours</span> <span>comes</span> <span>through</span> <span>quite</span> <span>nicely.</span> <span>Oh</span> <span>ya</span> <span>did</span> <span>I</span> <span>mention</span> <span>pineapples?</span> <span>Make</span> <span>sure</span> <span>to</span> <span>get</span> <span>some</span> <span>of</span> <span>those</span> <span>bad</span> <span>boys</span> <span>and</span> <span>grill</span> <span>em</span> <span>up</span> <span>when</span> <span>you</span> <span>get</span> <span>tired</span> <span>of</span> <span>eating</span> <span>meats</span> <span>:D</span> <span></span>"
1,"Decent new restaurant, but a lot could be improved. I had the Vine salad with salmon, which was really good. But rather small for an entree salad. Especially since there was no bread served with the meal, I left still a bit hungry. And the desert I ordered, the butterscotch chocolate chip pie, was a real disappointment. It seemed as if it weren't cooked enough, sort of raw cookie dough in the middle. And what are they thinking, serving it COLD with no ice cream?? Fail on the dessert. But the tasty salad will bring me back. Service was ok.",idk,"<span class=""active"">Decent</span> <span>new</span> <span>restaurant,</span> <span>but</span> <span>a</span> <span>lot</span> <span class=""active"">could</span> <span class=""active"">be</span> <span class=""active"">improved.</span> <span>I</span> <span>had</span> <span>the</span> <span>Vine</span> <span>salad</span> <span>with</span> <span>salmon,</span> <span>which</span> <span>was</span> <span class=""active"">really</span> <span class=""active"">good.</span> <span>But</span> <span>rather</span> <span class=""active"">small</span> <span>for</span> <span>an</span> <span>entree</span> <span>salad.</span> <span>Especially</span> <span>since</span> <span>there</span> <span>was</span> <span>no</span> <span>bread</span> <span>served</span> <span>with</span> <span>the</span> <span>meal,</span> <span>I</span> <span>left</span> <span>still</span> <span>a</span> <span>bit</span> <span class=""active"">hungry.</span> <span>And</span> <span>the</span> <span>desert</span> <span>I</span> <span>ordered,</span> <span>the</span> <span>butterscotch</span> <span>chocolate</span> <span>chip</span> <span>pie,</span> <span>was</span> <span>a</span> <span>real</span> <span class=""active"">disappointment.</span> <span>It</span> <span>seemed</span> <span>as</span> <span>if</span> <span>it</span> <span class=""active"">weren't</span> <span class=""active"">cooked</span> <span class=""active"">enough,</span> <span>sort</span> <span>of</span> <span>raw</span> <span>cookie</span> <span>dough</span> <span>in</span> <span>the</span> <span>middle.</span> <span>And</span> <span>what</span> <span>are</span> <span>they</span> <span>thinking,</span> <span>serving</span> <span>it</span> <span>COLD</span> <span>with</span> <span class=""active"">no</span> <span class=""active"">ice</span> <span class=""active"">cream??</span> <span>Fail</span> <span>on</span> <span>the</span> <span>dessert.</span> <span>But</span> <span>the</span> <span class=""active"">tasty</span> <span class=""active"">salad</span> <span>will</span> <span>bring</span> <span>me</span> <span>back.</span> <span>Service</span> <span>was</span> <span>ok.</span> <span></span>"
1,"Decent new restaurant, but a lot could be improved. I had the Vine salad with salmon, which was really good. But rather small for an entree salad. Especially since there was no bread served with the meal, I left still a bit hungry. And the desert I ordered, the butterscotch chocolate chip pie, was a real disappointment. It seemed as if it weren't cooked enough, sort of raw cookie dough in the middle. And what are they thinking, serving it COLD with no ice cream?? Fail on the dessert. But the tasty salad will bring me back. Service was ok.",idk,"<span>Decent</span> <span>new</span> <span>restaurant,</span> <span>but</span> <span>a</span> <span>lot</span> <span>could</span> <span>be</span> <span>improved.</span> <span>I</span> <span>had</span> <span>the</span> <span>Vine</span> <span>salad</span> <span>with</span> <span>salmon,</span> <span>which</span> <span>was</span> <span>really</span> <span class=""active"">good.</span> <span>But</span> <span>rather</span> <span class=""active"">small</span> <span>for</span> <span>an</span> <span>entree</span> <span>salad.</span> <span>Especially</span> <span>since</span> <span>there</span> <span>was</span> <span class=""active"">no</span> <span class=""active"">bread</span> <span>served</span> <span>with</span> <span>the</span> <span>meal,</span> <span>I</span> <span>left</span> <span>still</span> <span>a</span> <span>bit</span> <span class=""active"">hungry.</span> <span>And</span> <span>the</span> <span>desert</span> <span>I</span> <span>ordered,</span> <span>the</span> <span>butterscotch</span> <span>chocolate</span> <span>chip</span> <span>pie,</span> <span>was</span> <span>a</span> <span>real</span> <span class=""active"">disappointment.</span> <span>It</span> <span>seemed</span> <span>as</span> <span>if</span> <span>it</span> <span>weren't</span> <span>cooked</span> <span>enough,</span> <span>sort</span> <span>of</span> <span class=""active"">raw</span> <span>cookie</span> <span>dough</span> <span>in</span> <span>the</span> <span>middle.</span> <span>And</span> <span>what</span> <span>are</span> <span>they</span> <span>thinking,</span> <span>serving</span> <span>it</span> <span class=""active"">COLD</span> <span>with</span> <span>no</span> <span>ice</span> <span>cream??</span> <span class=""active"">Fail</span> <span>on</span> <span>the</span> <span>dessert.</span> <span>But</span> <span>the</span> <span class=""active"">tasty</span> <span>salad</span> <span>will</span> <span>bring</span> <span>me</span> <span>back.</span> <span>Service</span> <span>was</span> <span>ok.</span> <span></span>"
1,"Decent new restaurant, but a lot could be improved. I had the Vine salad with salmon, which was really good. But rather small for an entree salad. Especially since there was no bread served with the meal, I left still a bit hungry. And the desert I ordered, the butterscotch chocolate chip pie, was a real disappointment. It seemed as if it weren't cooked enough, sort of raw cookie dough in the middle. And what are they thinking, serving it COLD with no ice cream?? Fail on the dessert. But the tasty salad will bring me back. Service was ok.",idk,"<span>Decent</span> <span>new</span> <span>restaurant,</span> <span>but</span> <span>a</span> <span>lot</span> <span>could</span> <span>be</span> <span>improved.</span> <span>I</span> <span>had</span> <span>the</span> <span class=""active"">Vine</span> <span class=""active"">salad</span> <span class=""active"">with</span> <span class=""active"">salmon,</span> <span>which</span> <span>was</span> <span class=""active"">really</span> <span class=""active"">good.</span> <span class=""active"">But</span> <span class=""active"">rather</span> <span class=""active"">small</span> <span class=""active"">for</span> <span class=""active"">an</span> <span class=""active"">entree</span> <span class=""active"">salad.</span> <span>Especially</span> <span>since</span> <span>there</span> <span>was</span> <span>no</span> <span>bread</span> <span>served</span> <span>with</span> <span>the</span> <span>meal,</span> <span>I</span> <span>left</span> <span>still</span> <span>a</span> <span>bit</span> <span>hungry.</span> <span>And</span> <span>the</span> <span>desert</span> <span>I</span> <span>ordered,</span> <span>the</span> <span class=""active"">butterscotch</span> <span class=""active"">chocolate</span> <span class=""active"">chip</span> <span class=""active"">pie,</span> <span class=""active"">was</span> <span class=""active"">a</span> <span class=""active"">real</span> <span class=""active"">disappointment.</span> <span>It</span> <span>seemed</span> <span>as</span> <span>if</span> <span>it</span> <span>weren't</span> <span>cooked</span> <span>enough,</span> <span>sort</span> <span>of</span> <span>raw</span> <span>cookie</span> <span>dough</span> <span>in</span> <span>the</span> <span>middle.</span> <span>And</span> <span>what</span> <span>are</span> <span>they</span> <span>thinking,</span> <span>serving</span> <span>it</span> <span>COLD</span> <span>with</span> <span>no</span> <span>ice</span> <span>cream??</span> <span class=""active"">Fail</span> <span class=""active"">on</span> <span class=""active"">the</span> <span class=""active"">dessert.</span> <span class=""active"">But</span> <span class=""active"">the</span> <span class=""active"">tasty</span> <span class=""active"">salad</span> <span class=""active"">will</span> <span class=""active"">bring</span> <span class=""active"">me</span> <span class=""active"">back.</span> <span class=""active"">Service</span> <span class=""active"">was</span> <span class=""active"">ok.</span> <span></span>"
0,Definitely starting to go down hill. Service is exceptionally slow. Not busy slow. But the type of slow where the servers deliberate if they will come to your table. When they do they go through the motions as if time were of no consequence.   Food takes a long time to come out now.  It's not fast food so don't think that way.  The amount of time it took for a kid's hamburger with ketchup only to make it to the table seemed to be as long as watching paint dry.   Now it's over priced hipster food that hipsters won't eat.,no,"<span>Definitely</span> <span>starting</span> <span>to</span> <span class=""active"">go</span> <span class=""active"">down</span> <span class=""active"">hill.</span> <span class=""active"">Service</span> <span class=""active"">is</span> <span class=""active"">exceptionally</span> <span class=""active"">slow.</span> <span>Not</span> <span>busy</span> <span>slow.</span> <span>But</span> <span>the</span> <span>type</span> <span>of</span> <span>slow</span> <span>where</span> <span>the</span> <span>servers</span> <span>deliberate</span> <span>if</span> <span>they</span> <span>will</span> <span>come</span> <span>to</span> <span>your</span> <span>table.</span> <span>When</span> <span>they</span> <span>do</span> <span>they</span> <span>go</span> <span>through</span> <span>the</span> <span>motions</span> <span>as</span> <span>if</span> <span>time</span> <span>were</span> <span>of</span> <span>no</span> <span>consequence.</span> <span class=""active"">Food</span> <span class=""active"">takes</span> <span class=""active"">a</span> <span class=""active"">long</span> <span class=""active"">time</span> <span class=""active"">to</span> <span class=""active"">come</span> <span class=""active"">out</span> <span>now.</span> <span>It's</span> <span>not</span> <span>fast</span> <span>food</span> <span>so</span> <span>don't</span> <span>think</span> <span>that</span> <span>way.</span> <span>The</span> <span>amount</span> <span>of</span> <span>time</span> <span>it</span> <span>took</span> <span>for</span> <span>a</span> <span>kid's</span> <span>hamburger</span> <span>with</span> <span>ketchup</span> <span>only</span> <span>to</span> <span>make</span> <span>it</span> <span>to</span> <span>the</span> <span>table</span> <span>seemed</span> <span>to</span> <span>be</span> <span>as</span> <span>long</span> <span>as</span> <span>watching</span> <span>paint</span> <span>dry.</span> <span>Now</span> <span class=""active"">it's</span> <span class=""active"">over</span> <span class=""active"">priced</span> <span class=""active"">hipster</span> <span class=""active"">food</span> <span class=""active"">that</span> <span class=""active"">hipsters</span> <span class=""active"">won't</span> <span class=""active"">eat.</span> <span></span>"
0,Definitely starting to go down hill. Service is exceptionally slow. Not busy slow. But the type of slow where the servers deliberate if they will come to your table. When they do they go through the motions as if time were of no consequence.   Food takes a long time to come out now.  It's not fast food so don't think that way.  The amount of time it took for a kid's hamburger with ketchup only to make it to the table seemed to be as long as watching paint dry.   Now it's over priced hipster food that hipsters won't eat.,no,"<span>Definitely</span> <span>starting</span> <span>to</span> <span>go</span> <span>down</span> <span>hill.</span> <span class=""active"">Service</span> <span class=""active"">is</span> <span class=""active"">exceptionally</span> <span class=""active"">slow.</span> <span class=""active"">Not</span> <span class=""active"">busy</span> <span class=""active"">slow.</span> <span>But</span> <span>the</span> <span class=""active"">type</span> <span class=""active"">of</span> <span class=""active"">slow</span> <span class=""active"">where</span> <span class=""active"">the</span> <span class=""active"">servers</span> <span class=""active"">deliberate</span> <span class=""active"">if</span> <span class=""active"">they</span> <span class=""active"">will</span> <span class=""active"">come</span> <span class=""active"">to</span> <span class=""active"">your</span> <span class=""active"">table.</span> <span>When</span> <span>they</span> <span>do</span> <span>they</span> <span>go</span> <span>through</span> <span>the</span> <span>motions</span> <span>as</span> <span>if</span> <span>time</span> <span>were</span> <span>of</span> <span>no</span> <span>consequence.</span> <span>Food</span> <span>takes</span> <span>a</span> <span>long</span> <span>time</span> <span>to</span> <span>come</span> <span>out</span> <span>now.</span> <span>It's</span> <span>not</span> <span>fast</span> <span>food</span> <span>so</span> <span>don't</span> <span>think</span> <span>that</span> <span>way.</span> <span>The</span> <span>amount</span> <span>of</span> <span>time</span> <span>it</span> <span>took</span> <span>for</span> <span>a</span> <span>kid's</span> <span>hamburger</span> <span>with</span> <span>ketchup</span> <span>only</span> <span>to</span> <span>make</span> <span>it</span> <span>to</span> <span>the</span> <span>table</span> <span>seemed</span> <span>to</span> <span>be</span> <span>as</span> <span>long</span> <span>as</span> <span>watching</span> <span>paint</span> <span>dry.</span> <span>Now</span> <span>it's</span> <span>over</span> <span>priced</span> <span>hipster</span> <span>food</span> <span>that</span> <span>hipsters</span> <span class=""active"">won't</span> <span class=""active"">eat.</span> <span></span>"
0,Definitely starting to go down hill. Service is exceptionally slow. Not busy slow. But the type of slow where the servers deliberate if they will come to your table. When they do they go through the motions as if time were of no consequence.   Food takes a long time to come out now.  It's not fast food so don't think that way.  The amount of time it took for a kid's hamburger with ketchup only to make it to the table seemed to be as long as watching paint dry.   Now it's over priced hipster food that hipsters won't eat.,no,"<span>Definitely</span> <span>starting</span> <span>to</span> <span>go</span> <span>down</span> <span>hill.</span> <span class=""active"">Service</span> <span class=""active"">is</span> <span class=""active"">exceptionally</span> <span class=""active"">slow.</span> <span class=""active"">Not</span> <span class=""active"">busy</span> <span class=""active"">slow.</span> <span>But</span> <span>the</span> <span class=""active"">type</span> <span class=""active"">of</span> <span class=""active"">slow</span> <span class=""active"">where</span> <span class=""active"">the</span> <span class=""active"">servers</span> <span class=""active"">deliberate</span> <span class=""active"">if</span> <span class=""active"">they</span> <span class=""active"">will</span> <span class=""active"">come</span> <span class=""active"">to</span> <span class=""active"">your</span> <span class=""active"">table.</span> <span>When</span> <span>they</span> <span>do</span> <span>they</span> <span>go</span> <span>through</span> <span>the</span> <span>motions</span> <span>as</span> <span>if</span> <span>time</span> <span>were</span> <span>of</span> <span>no</span> <span>consequence.</span> <span>Food</span> <span>takes</span> <span>a</span> <span>long</span> <span>time</span> <span>to</span> <span>come</span> <span>out</span> <span>now.</span> <span>It's</span> <span>not</span> <span>fast</span> <span>food</span> <span>so</span> <span>don't</span> <span>think</span> <span>that</span> <span>way.</span> <span>The</span> <span>amount</span> <span>of</span> <span>time</span> <span>it</span> <span>took</span> <span>for</span> <span>a</span> <span>kid's</span> <span>hamburger</span> <span>with</span> <span>ketchup</span> <span>only</span> <span>to</span> <span>make</span> <span>it</span> <span>to</span> <span>the</span> <span>table</span> <span>seemed</span> <span>to</span> <span>be</span> <span>as</span> <span>long</span> <span>as</span> <span>watching</span> <span>paint</span> <span>dry.</span> <span>Now</span> <span>it's</span> <span>over</span> <span>priced</span> <span>hipster</span> <span>food</span> <span>that</span> <span>hipsters</span> <span class=""active"">won't</span> <span class=""active"">eat.</span> <span></span>"
