Input.label,Input.text,Answer.Q1Answer,Answer.html_output
0,The food has gone down hill! The chicken that I had didn't have any seasoning on the chicken and the potatoes tasted plain. I know it was really bad! They try to rush you out the door once sat down. OMG! The best thing to eat was the bread sticks.,no,"<span>The</span> <span>food</span> <span>has</span> <span>gone</span> <span class=""active"">down</span> <span>hill!</span> <span>The</span> <span>chicken</span> <span>that</span> <span>I</span> <span>had</span> <span class=""active"">didn't</span> <span class=""active"">have</span> <span>any</span> <span class=""active"">seasoning</span> <span>on</span> <span>the</span> <span>chicken</span> <span>and</span> <span>the</span> <span>potatoes</span> <span>tasted</span> <span class=""active"">plain.</span> <span>I</span> <span>know</span> <span>it</span> <span>was</span> <span class=""active"">really</span> <span class=""active"">bad!</span> <span>They</span> <span>try</span> <span>to</span> <span class=""active"">rush</span> <span>you</span> <span>out</span> <span>the</span> <span>door</span> <span>once</span> <span>sat</span> <span>down.</span> <span>OMG!</span> <span>The</span> <span>best</span> <span>thing</span> <span>to</span> <span>eat</span> <span>was</span> <span>the</span> <span>bread</span> <span>sticks.</span> <span></span>"
0,The food has gone down hill! The chicken that I had didn't have any seasoning on the chicken and the potatoes tasted plain. I know it was really bad! They try to rush you out the door once sat down. OMG! The best thing to eat was the bread sticks.,no,"<span>The</span> <span>food</span> <span>has</span> <span>gone</span> <span>down</span> <span>hill!</span> <span>The</span> <span>chicken</span> <span>that</span> <span>I</span> <span>had</span> <span>didn't</span> <span>have</span> <span>any</span> <span>seasoning</span> <span>on</span> <span>the</span> <span>chicken</span> <span>and</span> <span>the</span> <span>potatoes</span> <span>tasted</span> <span>plain.</span> <span class=""active"">I</span> <span class=""active"">know</span> <span class=""active"">it</span> <span class=""active"">was</span> <span class=""active"">really</span> <span class=""active"">bad!</span> <span>They</span> <span>try</span> <span>to</span> <span>rush</span> <span>you</span> <span>out</span> <span>the</span> <span>door</span> <span>once</span> <span>sat</span> <span>down.</span> <span>OMG!</span> <span>The</span> <span>best</span> <span>thing</span> <span>to</span> <span>eat</span> <span>was</span> <span>the</span> <span>bread</span> <span>sticks.</span> <span></span>"
0,Well this bar in a great spot. Past that no thank you. Overlooked fried food and the worst pint of Guinness I have ever had. I think the tap lines were last cleaned when bush was in office. Horrible service and bartender seems to be an old trailer park manager.,no,"<span class="""">Well</span> <span class="""">this</span> <span class="""">bar</span> <span class="""">in</span> <span class="""">a</span> <span class="""">great</span> <span class="""">spot.</span> <span class=""active"">Past</span> <span class=""active"">that</span> <span class=""active"">no</span> <span class=""active"">thank</span> <span class=""active"">you.</span> <span class=""active"">Overlooked</span> <span class=""active"">fried</span> <span class=""active"">food</span> <span>and</span> <span>the</span> <span class=""active"">worst</span> <span class=""active"">pint</span> <span class=""active"">of</span> <span class=""active"">Guinness</span> <span class=""active"">I</span> <span class=""active"">have</span> <span class=""active"">ever</span> <span class=""active"">had.</span> <span>I</span> <span>think</span> <span>the</span> <span class=""active"">tap</span> <span class=""active"">lines</span> <span class=""active"">were</span> <span class=""active"">last</span> <span class=""active"">cleaned</span> <span class=""active"">when</span> <span class=""active"">bush</span> <span class=""active"">was</span> <span class=""active"">in</span> <span class=""active"">office.</span> <span class=""active"">Horrible</span> <span class=""active"">service</span> <span>and</span> <span class=""active"">bartender</span> <span class=""active"">seems</span> <span class=""active"">to</span> <span class=""active"">be</span> <span class=""active"">an</span> <span class=""active"">old</span> <span class=""active"">trailer</span> <span class=""active"">park</span> <span class=""active"">manager.</span> <span></span>"
0,Well this bar in a great spot. Past that no thank you. Overlooked fried food and the worst pint of Guinness I have ever had. I think the tap lines were last cleaned when bush was in office. Horrible service and bartender seems to be an old trailer park manager.,no,"<span>Well</span> <span class="""">this</span> <span>bar</span> <span>in</span> <span>a</span> <span class=""active"">great</span> <span class=""active"">spot.</span> <span>Past</span> <span>that</span> <span class=""active"">no</span> <span class=""active"">thank</span> <span class=""active"">you.</span> <span class=""active"">Overlooked</span> <span class=""active"">fried</span> <span class=""active"">food</span> <span>and</span> <span>the</span> <span class=""active"">worst</span> <span class=""active"">pint</span> <span class="""">of</span> <span class="""">Guinness</span> <span>I</span> <span>have</span> <span>ever</span> <span>had.</span> <span>I</span> <span>think</span> <span>the</span> <span>tap</span> <span>lines</span> <span>were</span> <span class=""active"">last</span> <span class=""active"">cleaned</span> <span class=""active"">when</span> <span class=""active"">bush</span> <span class=""active"">was</span> <span class=""active"">in</span> <span class=""active"">office.</span> <span class=""active"">Horrible</span> <span class=""active"">service</span> <span>and</span> <span>bartender</span> <span>seems</span> <span>to</span> <span>be</span> <span>an</span> <span class=""active"">old</span> <span class=""active"">trailer</span> <span class=""active"">park</span> <span class=""active"">manager.</span> <span></span>"
0,Wow....really? The worst service ever. Typical Chinese service no body hosting no one says hi no one cooking. All microwaved foods. No answer for waiting nobody in here including customers. The worst FOBS in Vegas. Totally Fresh Off Boats service. Will not ever be back. Does not fit American Standards!,no,"<span>Wow....really?</span> <span>The</span> <span class=""active"">worst</span> <span class=""active"">service</span> <span class=""active"">ever.</span> <span>Typical</span> <span>Chinese</span> <span class="""">service</span> <span class=""active"">no</span> <span class=""active"">body</span> <span class=""active"">hosting</span> <span class=""active"">no</span> <span class=""active"">one</span> <span>says</span> <span class=""active"">hi</span> <span class=""active"">no</span> <span>one</span> <span class=""active"">cooking.</span> <span class=""active"">All</span> <span class=""active"">microwaved</span> <span class="""">foods.</span> <span class=""active"">No</span> <span class=""active"">answer</span> <span class=""active"">for</span> <span class=""active"">waiting</span> <span class=""active"">nobody</span> <span class=""active"">in</span> <span class=""active"">here</span> <span>including</span> <span>customers.</span> <span>The</span> <span class=""active"">worst</span> <span class=""active"">FOBS</span> <span>in</span> <span>Vegas.</span> <span>Totally</span> <span>Fresh</span> <span>Off</span> <span>Boats</span> <span>service.</span> <span class=""active"">Will</span> <span class=""active"">not</span> <span class=""active"">ever</span> <span class=""active"">be</span> <span class=""active"">back.</span> <span class=""active"">Does</span> <span class=""active"">not</span> <span class=""active"">fit</span> <span class=""active"">American</span> <span class=""active"">Standards!</span> <span></span>"
0,Wow....really? The worst service ever. Typical Chinese service no body hosting no one says hi no one cooking. All microwaved foods. No answer for waiting nobody in here including customers. The worst FOBS in Vegas. Totally Fresh Off Boats service. Will not ever be back. Does not fit American Standards!,no,"<span>Wow....really?</span> <span>The</span> <span class=""active"">worst</span> <span class=""active"">service</span> <span class=""active"">ever.</span> <span>Typical</span> <span>Chinese</span> <span>service</span> <span class=""active"">no</span> <span class=""active"">body</span> <span class=""active"">hosting</span> <span class=""active"">no</span> <span class=""active"">one</span> <span class=""active"">says</span> <span class=""active"">hi</span> <span class=""active"">no</span> <span class=""active"">one</span> <span class=""active"">cooking.</span> <span>All</span> <span class=""active"">microwaved</span> <span class=""active"">foods.</span> <span class=""active"">No</span> <span class=""active"">answer</span> <span>for</span> <span>waiting</span> <span>nobody</span> <span>in</span> <span>here</span> <span>including</span> <span>customers.</span> <span>The</span> <span class=""active"">worst</span> <span class=""active"">FOBS</span> <span class=""active"">in</span> <span class=""active"">Vegas.</span> <span class=""active"">Totally</span> <span class=""active"">Fresh</span> <span class=""active"">Off</span> <span class=""active"">Boats</span> <span class=""active"">service.</span> <span>Will</span> <span class=""active"">not</span> <span class=""active"">ever</span> <span class=""active"">be</span> <span class=""active"">back.</span> <span class=""active"">Does</span> <span class=""active"">not</span> <span class=""active"">fit</span> <span class=""active"">American</span> <span class=""active"">Standards!</span> <span></span>"
0,Wow....really? The worst service ever. Typical Chinese service no body hosting no one says hi no one cooking. All microwaved foods. No answer for waiting nobody in here including customers. The worst FOBS in Vegas. Totally Fresh Off Boats service. Will not ever be back. Does not fit American Standards!,no,"<span>Wow....really?</span> <span>The</span> <span class=""active"">worst</span> <span class=""active"">service</span> <span>ever.</span> <span>Typical</span> <span>Chinese</span> <span>service</span> <span class=""active"">no</span> <span class=""active"">body</span> <span>hosting</span> <span>no</span> <span>one</span> <span>says</span> <span>hi</span> <span>no</span> <span>one</span> <span>cooking.</span> <span>All</span> <span class=""active"">microwaved</span> <span class=""active"">foods.</span> <span>No</span> <span>answer</span> <span>for</span> <span>waiting</span> <span>nobody</span> <span>in</span> <span>here</span> <span>including</span> <span>customers.</span> <span>The</span> <span>worst</span> <span>FOBS</span> <span>in</span> <span>Vegas.</span> <span>Totally</span> <span>Fresh</span> <span>Off</span> <span>Boats</span> <span>service.</span> <span>Will</span> <span class=""active"">not</span> <span class=""active"">ever</span> <span class=""active"">be</span> <span class=""active"">back.</span> <span>Does</span> <span>not</span> <span>fit</span> <span>American</span> <span>Standards!</span> <span></span>"
1,"The pizza is so good and so cheap. It is greasy but in the best possible way. If you eat it after a night out, you will not have a hangover. I got a sandwich of some kind instead one time and that was a mistake. Just get the pizza.",yes,"<span>The</span> <span class=""active"">pizza</span> <span>is</span> <span class=""active"">so</span> <span class=""active"">good</span> <span class=""active"">and</span> <span>so</span> <span class=""active"">cheap.</span> <span>It</span> <span>is</span> <span class=""active"">greasy</span> <span class=""active"">but</span> <span class=""active"">in</span> <span class=""active"">the</span> <span class=""active"">best</span> <span class=""active"">possible</span> <span class=""active"">way.</span> <span>If</span> <span>you</span> <span>eat</span> <span>it</span> <span>after</span> <span>a</span> <span>night</span> <span>out,</span> <span>you</span> <span>will</span> <span>not</span> <span>have</span> <span>a</span> <span>hangover.</span> <span>I</span> <span>got</span> <span>a</span> <span>sandwich</span> <span>of</span> <span>some</span> <span>kind</span> <span>instead</span> <span>one</span> <span>time</span> <span>and</span> <span>that</span> <span>was</span> <span>a</span> <span>mistake.</span> <span>Just</span> <span>get</span> <span>the</span> <span>pizza.</span> <span></span>"
1,"The pizza is so good and so cheap. It is greasy but in the best possible way. If you eat it after a night out, you will not have a hangover. I got a sandwich of some kind instead one time and that was a mistake. Just get the pizza.",yes,"<span>The</span> <span>pizza</span> <span>is</span> <span>so</span> <span class=""active"">good</span> <span>and</span> <span>so</span> <span class=""active"">cheap.</span> <span>It</span> <span>is</span> <span>greasy</span> <span>but</span> <span>in</span> <span>the</span> <span>best</span> <span>possible</span> <span>way.</span> <span>If</span> <span>you</span> <span>eat</span> <span>it</span> <span>after</span> <span>a</span> <span>night</span> <span>out,</span> <span class=""active"">you</span> <span class=""active"">will</span> <span class=""active"">not</span> <span class=""active"">have</span> <span>a</span> <span class=""active"">hangover.</span> <span>I</span> <span>got</span> <span>a</span> <span>sandwich</span> <span>of</span> <span>some</span> <span>kind</span> <span>instead</span> <span>one</span> <span>time</span> <span>and</span> <span>that</span> <span>was</span> <span>a</span> <span>mistake.</span> <span class=""active"">Just</span> <span class=""active"">get</span> <span class=""active"">the</span> <span class=""active"">pizza.</span> <span></span>"
1,"The pizza is so good and so cheap. It is greasy but in the best possible way. If you eat it after a night out, you will not have a hangover. I got a sandwich of some kind instead one time and that was a mistake. Just get the pizza.",yes,"<span class=""active"">The</span> <span class=""active"">pizza</span> <span class=""active"">is</span> <span class=""active"">so</span> <span class=""active"">good</span> <span class=""active"">and</span> <span class=""active"">so</span> <span class=""active"">cheap.</span> <span>It</span> <span>is</span> <span>greasy</span> <span>but</span> <span>in</span> <span>the</span> <span>best</span> <span>possible</span> <span>way.</span> <span>If</span> <span>you</span> <span>eat</span> <span>it</span> <span>after</span> <span>a</span> <span>night</span> <span>out,</span> <span>you</span> <span>will</span> <span>not</span> <span>have</span> <span>a</span> <span>hangover.</span> <span>I</span> <span>got</span> <span>a</span> <span>sandwich</span> <span>of</span> <span>some</span> <span>kind</span> <span>instead</span> <span class="""">one</span> <span>time</span> <span>and</span> <span>that</span> <span>was</span> <span>a</span> <span>mistake.</span> <span>Just</span> <span>get</span> <span>the</span> <span>pizza.</span> <span></span>"
1,"Love love love this place! my boyfriend and I come here so often. We love that they do carry out, it's always nice to order it and be able to eat at home when aren't feeling like being out. Hands down one of the best Mexican places I've ever eaten.",yes,"<span class=""active"">Love</span> <span class=""active"">love</span> <span class=""active"">love</span> <span class=""active"">this</span> <span class=""active"">place!</span> <span>my</span> <span>boyfriend</span> <span>and</span> <span>I</span> <span class=""active"">come</span> <span class=""active"">here</span> <span class=""active"">so</span> <span class=""active"">often.</span> <span class=""active"">We</span> <span class=""active"">love</span> <span class=""active"">that</span> <span class=""active"">they</span> <span class=""active"">do</span> <span class=""active"">carry</span> <span class=""active"">out,</span> <span>it's</span> <span>always</span> <span>nice</span> <span>to</span> <span>order</span> <span>it</span> <span>and</span> <span>be</span> <span>able</span> <span>to</span> <span>eat</span> <span>at</span> <span>home</span> <span>when</span> <span>aren't</span> <span>feeling</span> <span>like</span> <span>being</span> <span>out.</span> <span>Hands</span> <span>down</span> <span class=""active"">one</span> <span class=""active"">of</span> <span class=""active"">the</span> <span class=""active"">best</span> <span class=""active"">Mexican</span> <span class=""active"">places</span> <span class=""active"">I've</span> <span class=""active"">ever</span> <span class=""active"">eaten.</span> <span></span>"
1,"Love love love this place! my boyfriend and I come here so often. We love that they do carry out, it's always nice to order it and be able to eat at home when aren't feeling like being out. Hands down one of the best Mexican places I've ever eaten.",yes,"<span class=""active"">Love</span> <span class=""active"">love</span> <span class=""active"">love</span> <span>this</span> <span>place!</span> <span>my</span> <span>boyfriend</span> <span>and</span> <span>I</span> <span class=""active"">come</span> <span class=""active"">here</span> <span class=""active"">so</span> <span class=""active"">often.</span> <span class=""active"">We</span> <span class=""active"">love</span> <span>that</span> <span>they</span> <span>do</span> <span>carry</span> <span>out,</span> <span class=""active"">it's</span> <span class=""active"">always</span> <span class=""active"">nice</span> <span>to</span> <span>order</span> <span>it</span> <span>and</span> <span>be</span> <span>able</span> <span>to</span> <span>eat</span> <span>at</span> <span>home</span> <span>when</span> <span>aren't</span> <span>feeling</span> <span>like</span> <span>being</span> <span>out.</span> <span class=""active"">Hands</span> <span class=""active"">down</span> <span class=""active"">one</span> <span class=""active"">of</span> <span class=""active"">the</span> <span class=""active"">best</span> <span>Mexican</span> <span>places</span> <span>I've</span> <span>ever</span> <span>eaten.</span> <span></span>"
1,"Love love love this place! my boyfriend and I come here so often. We love that they do carry out, it's always nice to order it and be able to eat at home when aren't feeling like being out. Hands down one of the best Mexican places I've ever eaten.",yes,"<span class=""active"">Love</span> <span class=""active"">love</span> <span class=""active"">love</span> <span>this</span> <span>place!</span> <span>my</span> <span>boyfriend</span> <span>and</span> <span>I</span> <span>come</span> <span>here</span> <span>so</span> <span>often.</span> <span>We</span> <span>love</span> <span>that</span> <span>they</span> <span>do</span> <span>carry</span> <span>out,</span> <span>it's</span> <span>always</span> <span>nice</span> <span>to</span> <span>order</span> <span>it</span> <span>and</span> <span>be</span> <span>able</span> <span>to</span> <span>eat</span> <span>at</span> <span>home</span> <span>when</span> <span>aren't</span> <span>feeling</span> <span>like</span> <span>being</span> <span>out.</span> <span>Hands</span> <span>down</span> <span>one</span> <span>of</span> <span>the</span> <span class=""active"">best</span> <span class=""active"">Mexican</span> <span class=""active"">places</span> <span class=""active"">I've</span> <span class=""active"">ever</span> <span class=""active"">eaten.</span> <span></span>"
0,"Service was apathetic and cold. The Beets and Berries salad was ruined by watery dressing that did nothing to lift the flavor of the flavorless ingredients.  The beets were hard. I ate the goat cheese, blueberries, and strawberries, of which none were plentiful. What a waste of money this was.",no,"<span class=""active"">Service</span> <span class=""active"">was</span> <span class=""active"">apathetic</span> <span class=""active"">and</span> <span class=""active"">cold.</span> <span>The</span> <span class=""active"">Beets</span> <span class=""active"">and</span> <span class=""active"">Berries</span> <span class=""active"">salad</span> <span class=""active"">was</span> <span class=""active"">ruined</span> <span class=""active"">by</span> <span class=""active"">watery</span> <span class=""active"">dressing</span> <span>that</span> <span>did</span> <span>nothing</span> <span>to</span> <span>lift</span> <span>the</span> <span>flavor</span> <span>of</span> <span>the</span> <span>flavorless</span> <span>ingredients.</span> <span>The</span> <span>beets</span> <span>were</span> <span>hard.</span> <span>I</span> <span>ate</span> <span>the</span> <span>goat</span> <span>cheese,</span> <span>blueberries,</span> <span>and</span> <span>strawberries,</span> <span>of</span> <span>which</span> <span>none</span> <span>were</span> <span>plentiful.</span> <span>What</span> <span>a</span> <span class=""active"">waste</span> <span class=""active"">of</span> <span class=""active"">money</span> <span>this</span> <span>was.</span> <span></span>"
