Input.label,Input.text,Answer.Q1Answer,Answer.html_output
1,Stopped by on a Sunday around 11am after a trip to Freedom Park and had a lovely experience here- such cool ambiance and the staff was friendly and helpful. Chicken salad was good. The homemade pita chips were ok...a little thick for me. Others in our group enjoyed their food.,yes,"<span>Stopped</span> <span>by</span> <span>on</span> <span>a</span> <span>Sunday</span> <span>around</span> <span>11am</span> <span>after</span> <span>a</span> <span>trip</span> <span>to</span> <span>Freedom</span> <span>Park</span> <span>and</span> <span>had</span> <span>a</span> <span class=""active"">lovely</span> <span class=""active"">experience</span> <span class=""active"">here-</span> <span>such</span> <span class=""active"">cool</span> <span class=""active"">ambiance</span> <span>and</span> <span>the</span> <span class=""active"">staff</span> <span>was</span> <span class=""active"">friendly</span> <span>and</span> <span class=""active"">helpful.</span> <span class=""active"">Chicken</span> <span class=""active"">salad</span> <span class=""active"">was</span> <span class=""active"">good.</span> <span>The</span> <span class="""">homemade</span> <span>pita</span> <span>chips</span> <span>were</span> <span>ok...a</span> <span>little</span> <span>thick</span> <span>for</span> <span>me.</span> <span class=""active"">Others</span> <span>in</span> <span>our</span> <span class=""active"">group</span> <span class=""active"">enjoyed</span> <span>their</span> <span class=""active"">food.</span> <span></span>"
1,Stopped by on a Sunday around 11am after a trip to Freedom Park and had a lovely experience here- such cool ambiance and the staff was friendly and helpful. Chicken salad was good. The homemade pita chips were ok...a little thick for me. Others in our group enjoyed their food.,yes,"<span>Stopped</span> <span>by</span> <span>on</span> <span>a</span> <span>Sunday</span> <span>around</span> <span>11am</span> <span>after</span> <span>a</span> <span>trip</span> <span>to</span> <span>Freedom</span> <span>Park</span> <span>and</span> <span>had</span> <span>a</span> <span class=""active"">lovely</span> <span class=""active"">experience</span> <span>here-</span> <span>such</span> <span class=""active"">cool</span> <span class=""active"">ambiance</span> <span>and</span> <span>the</span> <span class=""active"">staff</span> <span>was</span> <span class=""active"">friendly</span> <span>and</span> <span class=""active"">helpful.</span> <span>Chicken</span> <span>salad</span> <span>was</span> <span class=""active"">good.</span> <span>The</span> <span>homemade</span> <span>pita</span> <span>chips</span> <span>were</span> <span>ok...a</span> <span>little</span> <span>thick</span> <span>for</span> <span>me.</span> <span>Others</span> <span>in</span> <span>our</span> <span>group</span> <span class=""active"">enjoyed</span> <span>their</span> <span class=""active"">food.</span> <span></span>"
0,This place is horrible. They are very stingy with the serving size. They also forgot my other but try charged me. I came back the next day and complaint about the servicing g size and the girl said that was they told. I was like are you f--king kidding me?.,no,"<span>This</span> <span>place</span> <span>is</span> <span class=""active"">horrible.</span> <span>They</span> <span>are</span> <span>very</span> <span class=""active"">stingy</span> <span>with</span> <span>the</span> <span>serving</span> <span>size.</span> <span>They</span> <span>also</span> <span>forgot</span> <span>my</span> <span>other</span> <span>but</span> <span>try</span> <span>charged</span> <span>me.</span> <span>I</span> <span>came</span> <span>back</span> <span>the</span> <span>next</span> <span>day</span> <span>and</span> <span>complaint</span> <span>about</span> <span>the</span> <span>servicing</span> <span>g</span> <span>size</span> <span>and</span> <span>the</span> <span>girl</span> <span>said</span> <span>that</span> <span>was</span> <span>they</span> <span>told.</span> <span>I</span> <span>was</span> <span>like</span> <span>are</span> <span>you</span> <span>f--king</span> <span>kidding</span> <span>me?.</span> <span></span>"
0,This place is horrible. They are very stingy with the serving size. They also forgot my other but try charged me. I came back the next day and complaint about the servicing g size and the girl said that was they told. I was like are you f--king kidding me?.,no,"<span>This</span> <span>place</span> <span>is</span> <span class=""active"">horrible.</span> <span>They</span> <span>are</span> <span>very</span> <span class=""active"">stingy</span> <span>with</span> <span>the</span> <span class="""">serving</span> <span>size.</span> <span>They</span> <span>also</span> <span class=""active"">forgot</span> <span>my</span> <span>other</span> <span>but</span> <span>try</span> <span>charged</span> <span>me.</span> <span>I</span> <span>came</span> <span>back</span> <span>the</span> <span>next</span> <span>day</span> <span>and</span> <span class=""active"">complaint</span> <span>about</span> <span>the</span> <span>servicing</span> <span>g</span> <span>size</span> <span>and</span> <span>the</span> <span class="""">girl</span> <span>said</span> <span>that</span> <span>was</span> <span>they</span> <span>told.</span> <span>I</span> <span>was</span> <span>like</span> <span class=""active"">are</span> <span class=""active"">you</span> <span class=""active"">f--king</span> <span class=""active"">kidding</span> <span class=""active"">me?.</span> <span></span>"
0,This place is horrible. They are very stingy with the serving size. They also forgot my other but try charged me. I came back the next day and complaint about the servicing g size and the girl said that was they told. I was like are you f--king kidding me?.,no,"<span>This</span> <span>place</span> <span>is</span> <span class=""active"">horrible.</span> <span>They</span> <span>are</span> <span class=""active"">very</span> <span class=""active"">stingy</span> <span class=""active"">with</span> <span>the</span> <span class=""active"">serving</span> <span class=""active"">size.</span> <span>They</span> <span>also</span> <span class=""active"">forgot</span> <span>my</span> <span class=""active"">other</span> <span class=""active"">but</span> <span class=""active"">try</span> <span class=""active"">charged</span> <span class=""active"">me.</span> <span>I</span> <span class=""active"">came</span> <span class=""active"">back</span> <span>the</span> <span class=""active"">next</span> <span class=""active"">day</span> <span>and</span> <span class=""active"">complaint</span> <span>about</span> <span>the</span> <span class=""active"">servicing</span> <span>g</span> <span class=""active"">size</span> <span>and</span> <span>the</span> <span>girl</span> <span>said</span> <span>that</span> <span>was</span> <span>they</span> <span>told.</span> <span>I</span> <span>was</span> <span>like</span> <span class=""active"">are</span> <span class=""active"">you</span> <span class=""active"">f--king</span> <span class=""active"">kidding</span> <span class=""active"">me?.</span> <span></span>"
1,"If you are looking for good BBQ, look no further!  I ordered the ribs and they practically fell of the bone.  You could tell they really cared about the food they were serving.  I am new to yelp but wanted to share my experience, cause it was just that good!",yes,"<span>If</span> <span>you</span> <span>are</span> <span>looking</span> <span>for</span> <span>good</span> <span>BBQ,</span> <span class=""active"">look</span> <span class=""active"">no</span> <span class=""active"">further!</span> <span>I</span> <span>ordered</span> <span>the</span> <span>ribs</span> <span>and</span> <span>they</span> <span>practically</span> <span class=""active"">fell</span> <span class=""active"">of</span> <span class=""active"">the</span> <span class=""active"">bone.</span> <span>You</span> <span>could</span> <span>tell</span> <span>they</span> <span class=""active"">really</span> <span class=""active"">cared</span> <span>about</span> <span>the</span> <span>food</span> <span>they</span> <span>were</span> <span>serving.</span> <span>I</span> <span>am</span> <span>new</span> <span>to</span> <span>yelp</span> <span>but</span> <span>wanted</span> <span>to</span> <span>share</span> <span>my</span> <span>experience,</span> <span>cause</span> <span>it</span> <span>was</span> <span>just</span> <span>that</span> <span class=""active"">good!</span> <span></span>"
1,"If you are looking for good BBQ, look no further!  I ordered the ribs and they practically fell of the bone.  You could tell they really cared about the food they were serving.  I am new to yelp but wanted to share my experience, cause it was just that good!",yes,"<span>If</span> <span>you</span> <span>are</span> <span>looking</span> <span>for</span> <span class=""active"">good</span> <span>BBQ,</span> <span>look</span> <span>no</span> <span>further!</span> <span>I</span> <span>ordered</span> <span>the</span> <span>ribs</span> <span>and</span> <span>they</span> <span>practically</span> <span class=""active"">fell</span> <span class=""active"">of</span> <span class=""active"">the</span> <span class=""active"">bone.</span> <span>You</span> <span>could</span> <span>tell</span> <span>they</span> <span class=""active"">really</span> <span class=""active"">cared</span> <span>about</span> <span>the</span> <span>food</span> <span>they</span> <span>were</span> <span>serving.</span> <span>I</span> <span>am</span> <span>new</span> <span>to</span> <span>yelp</span> <span>but</span> <span>wanted</span> <span>to</span> <span>share</span> <span>my</span> <span>experience,</span> <span>cause</span> <span>it</span> <span>was</span> <span>just</span> <span>that</span> <span class=""active"">good!</span> <span></span>"
1,"If you are looking for good BBQ, look no further!  I ordered the ribs and they practically fell of the bone.  You could tell they really cared about the food they were serving.  I am new to yelp but wanted to share my experience, cause it was just that good!",yes,"<span>If</span> <span>you</span> <span>are</span> <span class=""active"">looking</span> <span>for</span> <span class=""active"">good</span> <span class=""active"">BBQ,</span> <span class=""active"">look</span> <span class=""active"">no</span> <span class=""active"">further!</span> <span>I</span> <span>ordered</span> <span>the</span> <span class=""active"">ribs</span> <span>and</span> <span>they</span> <span class=""active"">practically</span> <span class=""active"">fell</span> <span class=""active"">of</span> <span class=""active"">the</span> <span class=""active"">bone.</span> <span>You</span> <span>could</span> <span>tell</span> <span>they</span> <span>really</span> <span class=""active"">cared</span> <span>about</span> <span>the</span> <span class=""active"">food</span> <span>they</span> <span class=""active"">were</span> <span class=""active"">serving.</span> <span>I</span> <span>am</span> <span>new</span> <span>to</span> <span>yelp</span> <span>but</span> <span>wanted</span> <span>to</span> <span>share</span> <span>my</span> <span>experience,</span> <span>cause</span> <span>it</span> <span>was</span> <span>just</span> <span class=""active"">that</span> <span class=""active"">good!</span> <span></span>"
0,"Hilariously bad.

Don't go there late at night unless you want to get fucked with by punk kids and possibly mugged.

Or do go there late at night if you want to watch a full on brawl while enjoying your ice cold grand slam that you waited an hour for.",no,"<span>Hilariously</span> <span class=""active"">bad.</span> <span class=""active"">Don't</span> <span class=""active"">go</span> <span class=""active"">there</span> <span class=""active"">late</span> <span class=""active"">at</span> <span class=""active"">night</span> <span>unless</span> <span>you</span> <span>want</span> <span>to</span> <span>get</span> <span>fucked</span> <span>with</span> <span>by</span> <span>punk</span> <span>kids</span> <span>and</span> <span class=""active"">possibly</span> <span class=""active"">mugged.</span> <span>Or</span> <span>do</span> <span>go</span> <span>there</span> <span>late</span> <span>at</span> <span>night</span> <span>if</span> <span>you</span> <span>want</span> <span>to</span> <span>watch</span> <span>a</span> <span>full</span> <span>on</span> <span>brawl</span> <span>while</span> <span>enjoying</span> <span>your</span> <span>ice</span> <span>cold</span> <span>grand</span> <span>slam</span> <span>that</span> <span>you</span> <span class=""active"">waited</span> <span class=""active"">an</span> <span class=""active"">hour</span> <span class=""active"">for.</span> <span></span>"
0,"Hilariously bad.

Don't go there late at night unless you want to get fucked with by punk kids and possibly mugged.

Or do go there late at night if you want to watch a full on brawl while enjoying your ice cold grand slam that you waited an hour for.",no,"<span class=""active"">Hilariously</span> <span class=""active"">bad.</span> <span class=""active"">Don't</span> <span class=""active"">go</span> <span class=""active"">there</span> <span class=""active"">late</span> <span>at</span> <span>night</span> <span class=""active"">unless</span> <span class=""active"">you</span> <span class=""active"">want</span> <span class=""active"">to</span> <span class=""active"">get</span> <span class=""active"">fucked</span> <span class=""active"">with</span> <span class=""active"">by</span> <span class=""active"">punk</span> <span class=""active"">kids</span> <span>and</span> <span class=""active"">possibly</span> <span class=""active"">mugged.</span> <span>Or</span> <span>do</span> <span>go</span> <span>there</span> <span>late</span> <span>at</span> <span>night</span> <span>if</span> <span>you</span> <span>want</span> <span>to</span> <span>watch</span> <span>a</span> <span>full</span> <span>on</span> <span>brawl</span> <span>while</span> <span>enjoying</span> <span>your</span> <span>ice</span> <span>cold</span> <span>grand</span> <span>slam</span> <span>that</span> <span>you</span> <span>waited</span> <span>an</span> <span>hour</span> <span>for.</span> <span></span>"
0,"Hilariously bad.

Don't go there late at night unless you want to get fucked with by punk kids and possibly mugged.

Or do go there late at night if you want to watch a full on brawl while enjoying your ice cold grand slam that you waited an hour for.",no,"<span class=""active"">Hilariously</span> <span class=""active"">bad.</span> <span>Don't</span> <span>go</span> <span>there</span> <span>late</span> <span>at</span> <span>night</span> <span>unless</span> <span>you</span> <span>want</span> <span>to</span> <span>get</span> <span class=""active"">fucked</span> <span>with</span> <span>by</span> <span>punk</span> <span>kids</span> <span>and</span> <span>possibly</span> <span>mugged.</span> <span>Or</span> <span>do</span> <span>go</span> <span>there</span> <span>late</span> <span>at</span> <span>night</span> <span>if</span> <span>you</span> <span>want</span> <span>to</span> <span>watch</span> <span>a</span> <span>full</span> <span>on</span> <span>brawl</span> <span>while</span> <span>enjoying</span> <span>your</span> <span>ice</span> <span>cold</span> <span>grand</span> <span>slam</span> <span>that</span> <span>you</span> <span class=""active"">waited</span> <span class=""active"">an</span> <span class=""active"">hour</span> <span>for.</span> <span></span>"
0,"Came in for a casual Friday night dinner. Very attentive waitress. EXPENSIVE wine by the glass. House $7, others listed at $9 and $14 a glass. Extremely average or below average French dip and an Italian sandwich both served with broken tiny potato chips. Loud. Most likely will not return.",no,"<span>Came</span> <span>in</span> <span>for</span> <span>a</span> <span>casual</span> <span>Friday</span> <span>night</span> <span>dinner.</span> <span>Very</span> <span>attentive</span> <span>waitress.</span> <span class=""active"">EXPENSIVE</span> <span>wine</span> <span>by</span> <span>the</span> <span>glass.</span> <span>House</span> <span>$7,</span> <span>others</span> <span>listed</span> <span>at</span> <span>$9</span> <span>and</span> <span>$14</span> <span>a</span> <span>glass.</span> <span>Extremely</span> <span>average</span> <span>or</span> <span class=""active"">below</span> <span class=""active"">average</span> <span>French</span> <span>dip</span> <span>and</span> <span>an</span> <span>Italian</span> <span>sandwich</span> <span>both</span> <span>served</span> <span>with</span> <span>broken</span> <span>tiny</span> <span>potato</span> <span>chips.</span> <span class=""active"">Loud.</span> <span>Most</span> <span>likely</span> <span>will</span> <span>not</span> <span>return.</span> <span></span>"
0,"Came in for a casual Friday night dinner. Very attentive waitress. EXPENSIVE wine by the glass. House $7, others listed at $9 and $14 a glass. Extremely average or below average French dip and an Italian sandwich both served with broken tiny potato chips. Loud. Most likely will not return.",no,"<span>Came</span> <span>in</span> <span>for</span> <span>a</span> <span>casual</span> <span>Friday</span> <span>night</span> <span>dinner.</span> <span>Very</span> <span class="""">attentive</span> <span>waitress.</span> <span class=""active"">EXPENSIVE</span> <span>wine</span> <span>by</span> <span>the</span> <span>glass.</span> <span>House</span> <span>$7,</span> <span>others</span> <span>listed</span> <span>at</span> <span>$9</span> <span>and</span> <span>$14</span> <span>a</span> <span>glass.</span> <span>Extremely</span> <span>average</span> <span>or</span> <span class=""active"">below</span> <span class=""active"">average</span> <span>French</span> <span>dip</span> <span>and</span> <span>an</span> <span>Italian</span> <span>sandwich</span> <span>both</span> <span>served</span> <span>with</span> <span class=""active"">broken</span> <span class=""active"">tiny</span> <span>potato</span> <span>chips.</span> <span>Loud.</span> <span>Most</span> <span>likely</span> <span class=""active"">will</span> <span class=""active"">not</span> <span class=""active"">return.</span> <span></span>"
0,"Came in for a casual Friday night dinner. Very attentive waitress. EXPENSIVE wine by the glass. House $7, others listed at $9 and $14 a glass. Extremely average or below average French dip and an Italian sandwich both served with broken tiny potato chips. Loud. Most likely will not return.",no,"<span>Came</span> <span>in</span> <span>for</span> <span>a</span> <span>casual</span> <span>Friday</span> <span>night</span> <span>dinner.</span> <span>Very</span> <span>attentive</span> <span>waitress.</span> <span class=""active"">EXPENSIVE</span> <span>wine</span> <span>by</span> <span>the</span> <span>glass.</span> <span>House</span> <span>$7,</span> <span>others</span> <span>listed</span> <span>at</span> <span>$9</span> <span>and</span> <span>$14</span> <span>a</span> <span>glass.</span> <span>Extremely</span> <span>average</span> <span>or</span> <span class=""active"">below</span> <span class=""active"">average</span> <span>French</span> <span>dip</span> <span>and</span> <span>an</span> <span>Italian</span> <span>sandwich</span> <span>both</span> <span>served</span> <span>with</span> <span>broken</span> <span>tiny</span> <span>potato</span> <span>chips.</span> <span class=""active"">Loud.</span> <span>Most</span> <span>likely</span> <span>will</span> <span class=""active"">not</span> <span class=""active"">return.</span> <span></span>"
0,Decided to come in here to get the frozen hot chocolate. I'd have to say this Serendipity is lacking. The best one is still in NY. We sat in a booth and it was really dirty with crumbs everywhere. It was empty when we arrived. Not coming back here again.,no,"<span>Decided</span> <span>to</span> <span>come</span> <span>in</span> <span>here</span> <span>to</span> <span>get</span> <span>the</span> <span>frozen</span> <span>hot</span> <span>chocolate.</span> <span>I'd</span> <span>have</span> <span>to</span> <span>say</span> <span>this</span> <span>Serendipity</span> <span>is</span> <span class=""active"">lacking.</span> <span>The</span> <span>best</span> <span>one</span> <span>is</span> <span>still</span> <span>in</span> <span>NY.</span> <span>We</span> <span>sat</span> <span>in</span> <span>a</span> <span>booth</span> <span>and</span> <span>it</span> <span>was</span> <span>really</span> <span class=""active"">dirty</span> <span>with</span> <span>crumbs</span> <span>everywhere.</span> <span>It</span> <span>was</span> <span>empty</span> <span>when</span> <span>we</span> <span>arrived.</span> <span>Not</span> <span>coming</span> <span>back</span> <span>here</span> <span>again.</span> <span></span>"
0,Decided to come in here to get the frozen hot chocolate. I'd have to say this Serendipity is lacking. The best one is still in NY. We sat in a booth and it was really dirty with crumbs everywhere. It was empty when we arrived. Not coming back here again.,no,"<span>Decided</span> <span>to</span> <span>come</span> <span>in</span> <span>here</span> <span>to</span> <span>get</span> <span>the</span> <span>frozen</span> <span>hot</span> <span>chocolate.</span> <span>I'd</span> <span>have</span> <span>to</span> <span>say</span> <span>this</span> <span>Serendipity</span> <span>is</span> <span class=""active"">lacking.</span> <span>The</span> <span>best</span> <span>one</span> <span>is</span> <span>still</span> <span>in</span> <span>NY.</span> <span>We</span> <span>sat</span> <span>in</span> <span>a</span> <span class=""active"">booth</span> <span>and</span> <span>it</span> <span>was</span> <span>really</span> <span class=""active"">dirty</span> <span>with</span> <span class=""active"">crumbs</span> <span class=""active"">everywhere.</span> <span>It</span> <span>was</span> <span>empty</span> <span>when</span> <span>we</span> <span class="""">arrived.</span> <span class=""active"">Not</span> <span class=""active"">coming</span> <span class=""active"">back</span> <span>here</span> <span>again.</span> <span></span>"
