Input.label,Input.text,Answer.Q1Answer,Answer.html_output
0,20 Minute wait per dish. Never coming here again. Food is decent but if it takes this long who is going to wait. I got sick of waiting I left in the middle and went to a different restaurant. You CANNOT make people wait this long and expect people to be happy.,no,"<span>20</span> <span>Minute</span> <span>wait</span> <span>per</span> <span>dish.</span> <span class=""active"">Never</span> <span class=""active"">coming</span> <span>here</span> <span class=""active"">again.</span> <span>Food</span> <span>is</span> <span>decent</span> <span>but</span> <span>if</span> <span>it</span> <span class=""active"">takes</span> <span>this</span> <span class=""active"">long</span> <span>who</span> <span>is</span> <span>going</span> <span>to</span> <span>wait.</span> <span>I</span> <span>got</span> <span class=""active"">sick</span> <span class=""active"">of</span> <span class=""active"">waiting</span> <span>I</span> <span>left</span> <span>in</span> <span>the</span> <span>middle</span> <span>and</span> <span>went</span> <span>to</span> <span>a</span> <span>different</span> <span>restaurant.</span> <span>You</span> <span>CANNOT</span> <span>make</span> <span>people</span> <span>wait</span> <span>this</span> <span>long</span> <span>and</span> <span>expect</span> <span>people</span> <span>to</span> <span>be</span> <span>happy.</span> <span></span>"
0,20 Minute wait per dish. Never coming here again. Food is decent but if it takes this long who is going to wait. I got sick of waiting I left in the middle and went to a different restaurant. You CANNOT make people wait this long and expect people to be happy.,no,"<span>20</span> <span>Minute</span> <span>wait</span> <span>per</span> <span>dish.</span> <span class=""active"">Never</span> <span class=""active"">coming</span> <span class=""active"">here</span> <span class=""active"">again.</span> <span>Food</span> <span>is</span> <span class="""">decent</span> <span>but</span> <span>if</span> <span>it</span> <span>takes</span> <span>this</span> <span>long</span> <span>who</span> <span>is</span> <span>going</span> <span>to</span> <span>wait.</span> <span>I</span> <span>got</span> <span>sick</span> <span>of</span> <span>waiting</span> <span>I</span> <span>left</span> <span>in</span> <span>the</span> <span>middle</span> <span>and</span> <span>went</span> <span>to</span> <span>a</span> <span>different</span> <span>restaurant.</span> <span>You</span> <span class="""">CANNOT</span> <span class="""">make</span> <span class="""">people</span> <span>wait</span> <span>this</span> <span>long</span> <span>and</span> <span>expect</span> <span>people</span> <span>to</span> <span>be</span> <span>happy.</span> <span></span>"
1,"2nd time eating here, We drive 35 miles from Henderson to enjoy this ""Divine Eatery"". I ordered the chorizo Breakfast Burrito, It was fantastic. The food is fresh as the potatoes are cooked to order.  The 1st time we went I had the bacon Cheeseburger, it put all Cheeseburgers to shame. This will be a frequent place to visit. Worth the drive!! Thank you!",yes,"<span>2nd</span> <span>time</span> <span>eating</span> <span>here,</span> <span>We</span> <span>drive</span> <span>35</span> <span>miles</span> <span>from</span> <span>Henderson</span> <span>to</span> <span>enjoy</span> <span>this</span> <span class=""active"">""Divine</span> <span class=""active"">Eatery"".</span> <span>I</span> <span>ordered</span> <span>the</span> <span>chorizo</span> <span>Breakfast</span> <span>Burrito,</span> <span class=""active"">It</span> <span class=""active"">was</span> <span class=""active"">fantastic.</span> <span>The</span> <span class=""active"">food</span> <span class=""active"">is</span> <span class=""active"">fresh</span> <span>as</span> <span>the</span> <span>potatoes</span> <span>are</span> <span>cooked</span> <span>to</span> <span>order.</span> <span>The</span> <span>1st</span> <span>time</span> <span>we</span> <span>went</span> <span>I</span> <span>had</span> <span>the</span> <span>bacon</span> <span>Cheeseburger,</span> <span>it</span> <span class=""active"">put</span> <span class=""active"">all</span> <span class=""active"">Cheeseburgers</span> <span class=""active"">to</span> <span class=""active"">shame.</span> <span>This</span> <span>will</span> <span>be</span> <span>a</span> <span>frequent</span> <span>place</span> <span>to</span> <span>visit.</span> <span class=""active"">Worth</span> <span class=""active"">the</span> <span class=""active"">drive!!</span> <span>Thank</span> <span>you!</span> <span></span>"
1,"2nd time eating here, We drive 35 miles from Henderson to enjoy this ""Divine Eatery"". I ordered the chorizo Breakfast Burrito, It was fantastic. The food is fresh as the potatoes are cooked to order.  The 1st time we went I had the bacon Cheeseburger, it put all Cheeseburgers to shame. This will be a frequent place to visit. Worth the drive!! Thank you!",yes,"<span>2nd</span> <span>time</span> <span>eating</span> <span>here,</span> <span>We</span> <span>drive</span> <span>35</span> <span>miles</span> <span>from</span> <span>Henderson</span> <span>to</span> <span>enjoy</span> <span>this</span> <span>""Divine</span> <span>Eatery"".</span> <span>I</span> <span>ordered</span> <span>the</span> <span>chorizo</span> <span>Breakfast</span> <span>Burrito,</span> <span>It</span> <span>was</span> <span class=""active"">fantastic.</span> <span>The</span> <span>food</span> <span>is</span> <span>fresh</span> <span>as</span> <span>the</span> <span>potatoes</span> <span>are</span> <span>cooked</span> <span>to</span> <span>order.</span> <span>The</span> <span>1st</span> <span>time</span> <span>we</span> <span>went</span> <span>I</span> <span>had</span> <span>the</span> <span>bacon</span> <span>Cheeseburger,</span> <span>it</span> <span>put</span> <span>all</span> <span>Cheeseburgers</span> <span>to</span> <span>shame.</span> <span>This</span> <span>will</span> <span>be</span> <span>a</span> <span>frequent</span> <span>place</span> <span>to</span> <span>visit.</span> <span class=""active"">Worth</span> <span>the</span> <span>drive!!</span> <span>Thank</span> <span>you!</span> <span></span>"
1,"2nd time eating here, We drive 35 miles from Henderson to enjoy this ""Divine Eatery"". I ordered the chorizo Breakfast Burrito, It was fantastic. The food is fresh as the potatoes are cooked to order.  The 1st time we went I had the bacon Cheeseburger, it put all Cheeseburgers to shame. This will be a frequent place to visit. Worth the drive!! Thank you!",yes,"<span class=""active"">2nd</span> <span class=""active"">time</span> <span class=""active"">eating</span> <span class=""active"">here,</span> <span>We</span> <span>drive</span> <span>35</span> <span>miles</span> <span>from</span> <span>Henderson</span> <span>to</span> <span>enjoy</span> <span>this</span> <span class=""active"">""Divine</span> <span class=""active"">Eatery"".</span> <span>I</span> <span>ordered</span> <span>the</span> <span>chorizo</span> <span>Breakfast</span> <span>Burrito,</span> <span>It</span> <span>was</span> <span class=""active"">fantastic.</span> <span>The</span> <span class=""active"">food</span> <span>is</span> <span class=""active"">fresh</span> <span>as</span> <span>the</span> <span>potatoes</span> <span>are</span> <span class=""active"">cooked</span> <span class=""active"">to</span> <span class=""active"">order.</span> <span>The</span> <span>1st</span> <span>time</span> <span>we</span> <span>went</span> <span>I</span> <span>had</span> <span>the</span> <span>bacon</span> <span>Cheeseburger,</span> <span>it</span> <span>put</span> <span>all</span> <span>Cheeseburgers</span> <span>to</span> <span>shame.</span> <span>This</span> <span>will</span> <span>be</span> <span>a</span> <span class=""active"">frequent</span> <span class=""active"">place</span> <span class=""active"">to</span> <span class=""active"">visit.</span> <span class=""active"">Worth</span> <span class=""active"">the</span> <span class=""active"">drive!!</span> <span>Thank</span> <span>you!</span> <span></span>"
1,A downtown gem! When you work downtown and you're limited with choices in healthy decisions to find a place like Grass Roots is a blessing.  Small but quant and helpful staff. Wishing this place a long lasting stay in downtown Vegas. My holy alkaline is amazing and my co-workers watermelon mint with super berry boost in both were a juicing persons dream.,yes,"<span>A</span> <span>downtown</span> <span>gem!</span> <span>When</span> <span>you</span> <span>work</span> <span>downtown</span> <span>and</span> <span>you're</span> <span>limited</span> <span>with</span> <span>choices</span> <span>in</span> <span>healthy</span> <span>decisions</span> <span>to</span> <span>find</span> <span>a</span> <span>place</span> <span>like</span> <span>Grass</span> <span>Roots</span> <span>is</span> <span>a</span> <span>blessing.</span> <span>Small</span> <span>but</span> <span>quant</span> <span>and</span> <span class=""active"">helpful</span> <span class=""active"">staff.</span> <span>Wishing</span> <span>this</span> <span>place</span> <span>a</span> <span>long</span> <span>lasting</span> <span>stay</span> <span>in</span> <span>downtown</span> <span>Vegas.</span> <span>My</span> <span>holy</span> <span>alkaline</span> <span>is</span> <span class=""active"">amazing</span> <span>and</span> <span>my</span> <span>co-workers</span> <span>watermelon</span> <span>mint</span> <span>with</span> <span class=""active"">super</span> <span class=""active"">berry</span> <span class=""active"">boost</span> <span>in</span> <span>both</span> <span>were</span> <span>a</span> <span>juicing</span> <span>persons</span> <span>dream.</span> <span></span>"
1,A downtown gem! When you work downtown and you're limited with choices in healthy decisions to find a place like Grass Roots is a blessing.  Small but quant and helpful staff. Wishing this place a long lasting stay in downtown Vegas. My holy alkaline is amazing and my co-workers watermelon mint with super berry boost in both were a juicing persons dream.,yes,"<span>A</span> <span>downtown</span> <span class=""active"">gem!</span> <span>When</span> <span>you</span> <span>work</span> <span>downtown</span> <span>and</span> <span>you're</span> <span>limited</span> <span>with</span> <span>choices</span> <span>in</span> <span>healthy</span> <span>decisions</span> <span>to</span> <span>find</span> <span>a</span> <span>place</span> <span>like</span> <span>Grass</span> <span>Roots</span> <span>is</span> <span>a</span> <span class=""active"">blessing.</span> <span>Small</span> <span>but</span> <span>quant</span> <span>and</span> <span class=""active"">helpful</span> <span>staff.</span> <span>Wishing</span> <span>this</span> <span>place</span> <span>a</span> <span class=""active"">long</span> <span class=""active"">lasting</span> <span class=""active"">stay</span> <span>in</span> <span>downtown</span> <span>Vegas.</span> <span>My</span> <span>holy</span> <span>alkaline</span> <span>is</span> <span class=""active"">amazing</span> <span>and</span> <span>my</span> <span>co-workers</span> <span>watermelon</span> <span>mint</span> <span>with</span> <span>super</span> <span>berry</span> <span class=""active"">boost</span> <span>in</span> <span>both</span> <span>were</span> <span>a</span> <span>juicing</span> <span>persons</span> <span>dream.</span> <span></span>"
1,A downtown gem! When you work downtown and you're limited with choices in healthy decisions to find a place like Grass Roots is a blessing.  Small but quant and helpful staff. Wishing this place a long lasting stay in downtown Vegas. My holy alkaline is amazing and my co-workers watermelon mint with super berry boost in both were a juicing persons dream.,yes,"<span>A</span> <span>downtown</span> <span class=""active"">gem!</span> <span>When</span> <span>you</span> <span>work</span> <span>downtown</span> <span>and</span> <span>you're</span> <span>limited</span> <span>with</span> <span>choices</span> <span>in</span> <span class=""active"">healthy</span> <span class=""active"">decisions</span> <span>to</span> <span>find</span> <span>a</span> <span>place</span> <span>like</span> <span>Grass</span> <span>Roots</span> <span>is</span> <span>a</span> <span class=""active"">blessing.</span> <span>Small</span> <span>but</span> <span>quant</span> <span>and</span> <span class=""active"">helpful</span> <span>staff.</span> <span class=""active"">Wishing</span> <span>this</span> <span>place</span> <span>a</span> <span>long</span> <span>lasting</span> <span>stay</span> <span>in</span> <span>downtown</span> <span>Vegas.</span> <span>My</span> <span>holy</span> <span>alkaline</span> <span>is</span> <span class=""active"">amazing</span> <span>and</span> <span>my</span> <span>co-workers</span> <span>watermelon</span> <span>mint</span> <span>with</span> <span>super</span> <span>berry</span> <span>boost</span> <span>in</span> <span>both</span> <span>were</span> <span>a</span> <span>juicing</span> <span>persons</span> <span>dream.</span> <span></span>"
1,"A fantastic breakfast/deli joint located in a strip mall (isn't everything here though?). Great selection of hot and cold sandwiches, scrambles, salads, and real bagels. My personal favorite: the Trifecta Salad Sampler, with a scoop of tuna salad, to die for egg salad, and chicken salad on a bed of romaine, with freshly sliced cucumber, avocado and tomato. Get in line, order, grab a table and enjoy the hustle and bustle atmosphere.",yes,"<span>A</span> <span class=""active"">fantastic</span> <span>breakfast/deli</span> <span>joint</span> <span>located</span> <span>in</span> <span>a</span> <span>strip</span> <span>mall</span> <span>(isn't</span> <span>everything</span> <span>here</span> <span>though?).</span> <span class=""active"">Great</span> <span class=""active"">selection</span> <span>of</span> <span>hot</span> <span>and</span> <span>cold</span> <span>sandwiches,</span> <span>scrambles,</span> <span>salads,</span> <span>and</span> <span>real</span> <span>bagels.</span> <span>My</span> <span>personal</span> <span>favorite:</span> <span>the</span> <span>Trifecta</span> <span>Salad</span> <span>Sampler,</span> <span>with</span> <span>a</span> <span>scoop</span> <span>of</span> <span>tuna</span> <span>salad,</span> <span class=""active"">to</span> <span class=""active"">die</span> <span class=""active"">for</span> <span>egg</span> <span>salad,</span> <span>and</span> <span>chicken</span> <span>salad</span> <span>on</span> <span>a</span> <span>bed</span> <span>of</span> <span>romaine,</span> <span>with</span> <span>freshly</span> <span>sliced</span> <span>cucumber,</span> <span>avocado</span> <span>and</span> <span>tomato.</span> <span>Get</span> <span>in</span> <span>line,</span> <span>order,</span> <span>grab</span> <span>a</span> <span>table</span> <span>and</span> <span>enjoy</span> <span>the</span> <span>hustle</span> <span>and</span> <span>bustle</span> <span>atmosphere.</span> <span></span>"
1,"A fantastic breakfast/deli joint located in a strip mall (isn't everything here though?). Great selection of hot and cold sandwiches, scrambles, salads, and real bagels. My personal favorite: the Trifecta Salad Sampler, with a scoop of tuna salad, to die for egg salad, and chicken salad on a bed of romaine, with freshly sliced cucumber, avocado and tomato. Get in line, order, grab a table and enjoy the hustle and bustle atmosphere.",yes,"<span>A</span> <span class=""active"">fantastic</span> <span>breakfast/deli</span> <span>joint</span> <span>located</span> <span>in</span> <span>a</span> <span>strip</span> <span>mall</span> <span>(isn't</span> <span>everything</span> <span>here</span> <span>though?).</span> <span class=""active"">Great</span> <span class=""active"">selection</span> <span>of</span> <span>hot</span> <span>and</span> <span>cold</span> <span>sandwiches,</span> <span>scrambles,</span> <span>salads,</span> <span class="""">and</span> <span>real</span> <span>bagels.</span> <span>My</span> <span>personal</span> <span class=""active"">favorite:</span> <span>the</span> <span>Trifecta</span> <span>Salad</span> <span>Sampler,</span> <span>with</span> <span>a</span> <span>scoop</span> <span>of</span> <span>tuna</span> <span>salad,</span> <span>to</span> <span>die</span> <span>for</span> <span>egg</span> <span>salad,</span> <span>and</span> <span>chicken</span> <span>salad</span> <span>on</span> <span>a</span> <span>bed</span> <span>of</span> <span>romaine,</span> <span>with</span> <span>freshly</span> <span>sliced</span> <span>cucumber,</span> <span>avocado</span> <span>and</span> <span>tomato.</span> <span>Get</span> <span>in</span> <span>line,</span> <span>order,</span> <span>grab</span> <span>a</span> <span>table</span> <span>and</span> <span class=""active"">enjoy</span> <span>the</span> <span>hustle</span> <span>and</span> <span>bustle</span> <span class=""active"">atmosphere.</span> <span></span>"
